10000 0.01
20000 0.02
30000 0.03
40000 0.0395538461538462
50000 0.0424115384615385
60000 0.04515
70000 0.0437192307692308
80000 0.0415346153846154
90000 0.0419884615384615
100000 0.0442769230769231
110000 0.0421538461538462
120000 0.0631269230769231
130000 0.0402615384615385
140000 0.0401346153846154
150000 0.0498192307692308
160000 0.06165
170000 0.102607692307692
180000 0.0752115384615385
190000 0.0668923076923077
200000 0.0471807692307692
210000 0.0656307692307692
220000 0.106619230769231
230000 0.102442307692308
240000 0.0492846153846154
250000 0.0940923076923077
260000 0.11865
270000 0.118138461538462
280000 0.112942307692308
290000 0.125434615384615
300000 0.0967461538461538
