10000 0.01
20000 0.02
30000 0.03
40000 0.04
50000 0.0499730769230769
60000 0.0600153846153846
70000 0.0699923076923077
80000 0.0799961538461538
90000 0.0900769230769231
100000 0.100026923076923
110000 0.110038461538462
120000 0.120411538461538
130000 0.130038461538462
140000 0.140030769230769
150000 0.150023076923077
160000 0.160142307692308
170000 0.170069230769231
180000 0.180042307692308
190000 0.190023076923077
200000 0.199988461538462
210000 0.210373076923077
220000 0.218757692307692
230000 0.230169230769231
240000 0.240111538461538
250000 0.252676923076923
260000 0.259426923076923
270000 0.268633333333333
280000 0.281692307692308
290000 0.289442307692308
300000 0.301819230769231
