10000 0.01
20000 0.02
30000 0.03
40000 0.0399384615384615
50000 0.0392192307692308
60000 0.04005
70000 0.0399307692307692
80000 0.0445769230769231
90000 0.05775
100000 0.0421692307692308
110000 0.0421884615384615
120000 0.0475346153846154
130000 0.0461423076923077
140000 0.0615038461538462
150000 0.0454153846153846
160000 0.0477730769230769
170000 0.0450923076923077
180000 0.0443923076923077
190000 0.0674846153846154
200000 0.0506461538461539
210000 0.0778307692307692
220000 0.0670653846153846
230000 0.0503230769230769
240000 0.0480538461538461
250000 0.0742192307692308
260000 0.0552
270000 0.0659777777777778
280000 0.0842384615384615
290000 0.0916730769230769
300000 0.0672884615384615
