10000 0.01
20000 0.02
30000 0.03
40000 0.04
50000 0.05
60000 0.0598846153846154
70000 0.0701307692307692
80000 0.0799923076923077
90000 0.09
100000 0.10005
110000 0.110023076923077
120000 0.1194
130000 0.129926923076923
140000 0.140023076923077
150000 0.15
160000 0.160046153846154
170000 0.170026923076923
180000 0.180134615384615
190000 0.1902
200000 0.199796153846154
210000 0.209888461538462
220000 0.219861538461538
230000 0.229888461538462
240000 0.240996153846154
250000 0.252646153846154
260000 0.260161538461538
270000 0.270069230769231
280000 0.280057692307692
290000 0.28975
300000 0.299780769230769
